
======================================================= 
Ontology Annotation Diagnostics
======================================================= 

--------------------------------------- 
Data properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Object properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Classes annotations diagnostics
--------------------------------------- 
anomalous_left_coronary_from_pulmonary_artery : without label [fr, en]
oral_leukoplakia_associated_with_tylosis_and_esophageal_carcinoma : without definition [fr, en]
rudimentary_auricle : without label [fr, en]
rudimentary_auricle : without definition [fr, en]
craniocervical_junction_abnormality : without label [fr, en]
craniocervical_junction_abnormality : without definition [fr, en]
congenital_coronary_artery_aneurysm : without label [fr, en]
congenital_coronary_artery_aneurysm : without definition [fr, en]
trauma_with_duodenal_perforation : without label [fr, en]
trauma_with_duodenal_perforation : without definition [fr, en]
subluxations : without label [fr, en]
subluxations : without definition [fr, en]
non_Hodgkin_lymphoma : without label [fr, en]
non_Hodgkin_lymphoma : without definition [fr, en]
starvation_malnutrition : without label [fr, en]
starvation_malnutrition : without definition [fr, en]
hematocolpos : without label [fr, en]
hematocolpos : without definition [fr, en]
lipoma_arborescens : without label [fr, en]
lipoma_arborescens : without definition [fr, en]
HP_0012064 : without label [fr, en]
HP_0012064 : without definition [fr, en]
HP_0012063 : without label [fr, en]
HP_0012063 : without definition [fr, en]
healed_Echinococcus_granulosus_cyst : without label [fr, en]
healed_Echinococcus_granulosus_cyst : without definition [fr, en]
pseudoanodontia : without label [fr, en]
pseudoanodontia : without definition [fr, en]
HP_0012062 : without label [fr, en]
HP_0012062 : without definition [fr, en]
paint_fumes : without label [fr, en]
paint_fumes : without definition [fr, en]
pulmonary_hyperinflation : without label [fr, en]
pulmonary_hyperinflation : without definition [fr, en]
HP_0000086 : without label [fr, en]
HP_0000086 : without definition [fr, en]
bilateral_renal_cell_carcinoma : without label [fr, en]
bilateral_renal_cell_carcinoma : without definition [fr, en]
HP_0000089 : without label [fr, en]
HP_0000089 : without definition [fr, en]
hypogammaglobulinemia : without label [fr, en]
hypogammaglobulinemia : without definition [fr, en]
periodontitis : without label [fr, en]
periodontitis : without definition [fr, en]
expiration : without label [fr, en]
expiration : without definition [fr, en]
anophthalmia_esophageal_genital_syndrome : without label [fr, en]
anophthalmia_esophageal_genital_syndrome : without definition [fr, en]
primary_malignant_neoplasm_of_skull : without label [fr, en]
primary_malignant_neoplasm_of_skull : without definition [fr, en]
FAOR_syndrome : without label [fr, en]
FAOR_syndrome : without definition [fr, en]
hepatic_artery_aneurysm : without label [fr, en]
hepatic_artery_aneurysm : without definition [fr, en]
hereditary_persistence_of_fetal_hemoglobin : without label [fr, en]
hereditary_persistence_of_fetal_hemoglobin : without definition [fr, en]
thyroid_acropachy : without label [fr, en]
thyroid_acropachy : without definition [fr, en]
granulomatous_disease_of_infancy : without label [fr, en]
granulomatous_disease_of_infancy : without definition [fr, en]
acute_rheumatic_fever : without label [fr, en]
acute_rheumatic_fever : without definition [fr, en]
hydatid_debris : without label [fr, en]
hydatid_debris : without definition [fr, en]
micrognathic_dwarfism : without label [fr, en]
micrognathic_dwarfism : without definition [fr, en]
dislocation_of_the_hip : without label [fr, en]
dislocation_of_the_hip : without definition [fr, en]
baby_rattle_pelvis_dysplasia : without label [fr, en]
baby_rattle_pelvis_dysplasia : without definition [fr, en]
polythelia : without label [fr, en]
polythelia : without definition [fr, en]
diaphanospondylodysostosis : without label [fr, en]
diaphanospondylodysostosis : without definition [fr, en]
HP_0012072 : without label [fr, en]
HP_0012072 : without definition [fr, en]
posttraumatic_deformity : without label [fr, en]
posttraumatic_deformity : without definition [fr, en]
HP_0000098 : without label [fr, en]
HP_0000098 : without definition [fr, en]
N_syndrome : without label [fr, en]
N_syndrome : without definition [fr, en]
herpes_simplex_infection : without label [fr, en]
herpes_simplex_infection : without definition [fr, en]
dysautonomia : without label [fr, en]
dysautonomia : without definition [fr, en]
epidermal_nevus_vitamin_D_resistant_rickets : without label [fr, en]
epidermal_nevus_vitamin_D_resistant_rickets : without definition [fr, en]
sclerema_neonatorum : without label [fr, en]
sclerema_neonatorum : without definition [fr, en]
HP_0012089 : without label [fr, en]
HP_0012089 : without definition [fr, en]
thumb_stiffness_brachydactyly_intellectual_deficit : without label [fr, en]
thumb_stiffness_brachydactyly_intellectual_deficit : without definition [fr, en]
Patterson_syndrome : without label [fr, en]
Patterson_syndrome : without definition [fr, en]
hyperplastic_polyp : without label [fr, en]
hyperplastic_polyp : without definition [fr, en]
fungal_colitis : without label [fr, en]
fungal_colitis : without definition [fr, en]
CHARGE_syndrome : without label [fr, en]
CHARGE_syndrome : without definition [fr, en]
immunoglobulin_A_deficiency : without label [fr, en]
immunoglobulin_A_deficiency : without definition [fr, en]
aberrant_internal_carotid_artery : without label [fr, en]
aberrant_internal_carotid_artery : without definition [fr, en]
exostosis : without label [fr, en]
exostosis : without definition [fr, en]
jaw_ossifying_fibroma : without label [fr, en]
jaw_ossifying_fibroma : without definition [fr, en]
extrinsic_vascular_impression : without label [fr, en]
extrinsic_vascular_impression : without definition [fr, en]
hypophosphatemia : without label [fr, en]
hypophosphatemia : without definition [fr, en]
metastasis_from_carcinoma_of_gastrointestinal_tract : without label [fr, en]
metastasis_from_carcinoma_of_gastrointestinal_tract : without definition [fr, en]
encephalocele : without label [fr, en]
encephalocele : without definition [fr, en]
high_flow_angiopathy : without label [fr, en]
high_flow_angiopathy : without definition [fr, en]
Fleisher_syndrome : without label [fr, en]
Fleisher_syndrome : without definition [fr, en]
prosthetic_aortic_valve_dysfunction : without label [fr, en]
prosthetic_aortic_valve_dysfunction : without definition [fr, en]
coronary_artery_abnormality : without label [fr, en]
coronary_artery_abnormality : without definition [fr, en]
oculoectodermal_syndrome : without label [fr, en]
oculoectodermal_syndrome : without definition [fr, en]
stone_in_cystic_duct_remnant : without label [fr, en]
stone_in_cystic_duct_remnant : without definition [fr, en]
radiation_induced_osteochondroma : without label [fr, en]
radiation_induced_osteochondroma : without definition [fr, en]
urethral_calculus : without label [fr, en]
urethral_calculus : without definition [fr, en]
cavitary_pneumonia : without label [fr, en]
cavitary_pneumonia : without definition [fr, en]
nocardiosis : without label [fr, en]
nocardiosis : without definition [fr, en]
Salmonella : without label [fr, en]
Salmonella : without definition [fr, en]
photosensitivity : without label [fr, en]
photosensitivity : without definition [fr, en]
progeroid_syndrome_dysmorphism_facial_erythroderma_cataracts_basal_ganglia_calcification_ASD : without label [fr, en]
progeroid_syndrome_dysmorphism_facial_erythroderma_cataracts_basal_ganglia_calcification_ASD : without definition [fr, en]
massive_hydrocephalus : without label [fr, en]
massive_hydrocephalus : without definition [fr, en]
urethral_obstruction_sequence_and_lower_limb_deficiency : without label [fr, en]
urethral_obstruction_sequence_and_lower_limb_deficiency : without definition [fr, en]
Gurrieri_syndrome : without label [fr, en]
Gurrieri_syndrome : without definition [fr, en]
post_stenotic_aneurysm : without label [fr, en]
post_stenotic_aneurysm : without definition [fr, en]
liver_neoplasm : without label [fr, en]
liver_neoplasm : without definition [fr, en]
craniofacial_deafness_hand_syndrome : without label [fr, en]
craniofacial_deafness_hand_syndrome : without definition [fr, en]
relapsing_peripheral_facial_palsy : without label [fr, en]
relapsing_peripheral_facial_palsy : without definition [fr, en]
CSF_intensity_subarachnoid_space_lesion : without label [fr, en]
CSF_intensity_subarachnoid_space_lesion : without definition [fr, en]
bursal_fluid_collection : without label [fr, en]
bursal_fluid_collection : without definition [fr, en]
Weinberg_Zumwalt_syndrome : without label [fr, en]
Weinberg_Zumwalt_syndrome : without definition [fr, en]
obstructive_hydrocephalus : without label [fr, en]
obstructive_hydrocephalus : without definition [fr, en]
necrotic_tumor_with_debris : without label [fr, en]
necrotic_tumor_with_debris : without definition [fr, en]
synostoses : without label [fr, en]
synostoses : without definition [fr, en]
thyroid_mass : without label [fr, en]
thyroid_mass : without definition [fr, en]
congenital_rubeola : without label [fr, en]
congenital_rubeola : without definition [fr, en]
vertebral_artery_tortuosity : without label [fr, en]
vertebral_artery_tortuosity : without definition [fr, en]
endometriosis : without label [fr, en]
endometriosis : without definition [fr, en]
humeral_head_deformity : without label [fr, en]
humeral_head_deformity : without definition [fr, en]
gelatinous_plug : without label [fr, en]
gelatinous_plug : without definition [fr, en]
ureteral_colic : without label [fr, en]
ureteral_colic : without definition [fr, en]
lytic_phalangeal_lesion : without label [fr, en]
lytic_phalangeal_lesion : without definition [fr, en]
periorbital_cellulitis : without label [fr, en]
periorbital_cellulitis : without definition [fr, en]
bulging_interlobar_fissure : without label [fr, en]
bulging_interlobar_fissure : without definition [fr, en]
iatrogenic_ureteral_injury : without label [fr, en]
iatrogenic_ureteral_injury : without definition [fr, en]
achondrogenesis : without label [fr, en]
achondrogenesis : without definition [fr, en]
aorticoduodenal_fistula : without label [fr, en]
aorticoduodenal_fistula : without definition [fr, en]
microstomia : without label [fr, en]
microstomia : without definition [fr, en]
acalvaria_with_neurological_abnormality : without label [fr, en]
acalvaria_with_neurological_abnormality : without definition [fr, en]
postinflammatory_deformity : without label [fr, en]
postinflammatory_deformity : without definition [fr, en]
Côté_Katasantoni_syndrome : without label [fr, en]
Côté_Katasantoni_syndrome : without definition [fr, en]
secondary_degenerative_arthritis : without label [fr, en]
secondary_degenerative_arthritis : without definition [fr, en]
atelencephalic_microcephaly : without label [fr, en]
atelencephalic_microcephaly : without definition [fr, en]
ameloblastic_fibrodentinoma : without label [fr, en]
ameloblastic_fibrodentinoma : without definition [fr, en]
joint_subluxation : without label [fr, en]
joint_subluxation : without definition [fr, en]
periapical_abscess : without label [fr, en]
periapical_abscess : without definition [fr, en]
carcinomatous_infiltration : without label [fr, en]
carcinomatous_infiltration : without definition [fr, en]
thoracic_duct_neoplasm : without label [fr, en]
thoracic_duct_neoplasm : without definition [fr, en]
hemifacial_microsomia : without label [fr, en]
hemifacial_microsomia : without definition [fr, en]
familial_crossed_polysyndactyly : without label [fr, en]
familial_crossed_polysyndactyly : without definition [fr, en]
motor_dysfunction : without label [fr, en]
motor_dysfunction : without definition [fr, en]
acanthosis_nigricans : without label [fr, en]
acanthosis_nigricans : without definition [fr, en]
pericholecystic_abscess : without label [fr, en]
pericholecystic_abscess : without definition [fr, en]
keratosis : without label [fr, en]
keratosis : without definition [fr, en]
lumbar_puncture : without label [fr, en]
lumbar_puncture : without definition [fr, en]
marked_bowel_wall_thickening : without label [fr, en]
marked_bowel_wall_thickening : without definition [fr, en]
increased_iliac_angle : without label [fr, en]
increased_iliac_angle : without definition [fr, en]
glomerulocystic_disease : without label [fr, en]
glomerulocystic_disease : without definition [fr, en]
thymic_carcinoma : without label [fr, en]
thymic_carcinoma : without definition [fr, en]
lacrimal_gland_neoplasm : without label [fr, en]
lacrimal_gland_neoplasm : without definition [fr, en]
multilocular_or_complex_renal_mass : without label [fr, en]
multilocular_or_complex_renal_mass : without definition [fr, en]
warfarin_embryopathy : without label [fr, en]
warfarin_embryopathy : without definition [fr, en]
liquefaction_necrosis_of_pancreas : without label [fr, en]
liquefaction_necrosis_of_pancreas : without definition [fr, en]
congenital_syphilis : without label [fr, en]
congenital_syphilis : without definition [fr, en]
excess_callus_formation : without label [fr, en]
